Gene_Name_HPA,image
FLNB,B2AI_2_Paclitaxel_B2_R3_z02_
FLNB,B2AI_2_Paclitaxel_B2_R5_z02_
FLNB,B2AI_2_Paclitaxel_B2_R6_z01_
FLNB,B2AI_2_Paclitaxel_B2_R7_z01_
FLNB,B2AI_2_Paclitaxel_B2_R8_z02_
TLN1,B2AI_5_Paclitaxel_F1_R1_z01_
TLN1,B2AI_5_Paclitaxel_F1_R11_z02_
TLN1,B2AI_5_Paclitaxel_F1_R12_z01_
TLN1,B2AI_5_Paclitaxel_F1_R13_z02_
TLN1,B2AI_5_Paclitaxel_F1_R14_z01_
TLN1,B2AI_5_Paclitaxel_F1_R3_z01_
TLN1,B2AI_5_Paclitaxel_F1_R4_z01_
TLN1,B2AI_5_Paclitaxel_F1_R5_z01_
TLN1,B2AI_5_Paclitaxel_F1_R6_z00_
TLN1,B2AI_5_Paclitaxel_F1_R8_z00_
ZYX,B2AI_5_Paclitaxel_G1_R11_z02_
ZYX,B2AI_5_Paclitaxel_G1_R12_z01_
ZYX,B2AI_5_Paclitaxel_G1_R13_z02_
ZYX,B2AI_5_Paclitaxel_G1_R14_z01_
ZYX,B2AI_5_Paclitaxel_G1_R2_z00_
ZYX,B2AI_5_Paclitaxel_G1_R3_z00_
ZYX,B2AI_5_Paclitaxel_G1_R4_z00_
ZYX,B2AI_5_Paclitaxel_G1_R5_z00_
ZYX,B2AI_5_Paclitaxel_G1_R6_z01_
ZYX,B2AI_5_Paclitaxel_G1_R7_z00_
ZYX,B2AI_5_Paclitaxel_G1_R8_z01_
BRCA1,B2AI_1_Paclitaxel_E1_R1_z01_
BRCA1,B2AI_1_Paclitaxel_E1_R2_z01_
BRCA1,B2AI_1_Paclitaxel_E1_R4_z01_
BRCA1,B2AI_1_Paclitaxel_E1_R5_z01_
CBX3,B2AI_1_Paclitaxel_G11_R1_z02_
CBX3,B2AI_1_Paclitaxel_G11_R2_z01_
CBX3,B2AI_1_Paclitaxel_G11_R4_z02_
CBX3,B2AI_1_Paclitaxel_G11_R5_z02_
CBX3,B2AI_1_Paclitaxel_G11_R6_z01_
CBX3,B2AI_1_Paclitaxel_G11_R7_z01_
CBX3,B2AI_1_Paclitaxel_G11_R8_z02_
HNRNPD,B2AI_2_Paclitaxel_C2_R1_z02_
HNRNPD,B2AI_2_Paclitaxel_C2_R11_z00_
HNRNPD,B2AI_2_Paclitaxel_C2_R13_z00_
HNRNPD,B2AI_2_Paclitaxel_C2_R14_z00_
HNRNPD,B2AI_2_Paclitaxel_C2_R2_z01_
HNRNPD,B2AI_2_Paclitaxel_C2_R3_z01_
HNRNPD,B2AI_2_Paclitaxel_C2_R4_z01_
HNRNPD,B2AI_2_Paclitaxel_C2_R5_z01_
HNRNPD,B2AI_2_Paclitaxel_C2_R6_z02_
HNRNPD,B2AI_2_Paclitaxel_C2_R7_z02_
HNRNPD,B2AI_2_Paclitaxel_C2_R8_z01_
SEPTIN6_SEPTIN11_SEPTIN8,B2AI_4_Paclitaxel_A2_R1_z01_
SEPTIN6_SEPTIN11_SEPTIN8,B2AI_4_Paclitaxel_A2_R11_z01_
SEPTIN6_SEPTIN11_SEPTIN8,B2AI_4_Paclitaxel_A2_R12_z01_
SEPTIN6_SEPTIN11_SEPTIN8,B2AI_4_Paclitaxel_A2_R13_z01_
SEPTIN6_SEPTIN11_SEPTIN8,B2AI_4_Paclitaxel_A2_R14_z01_
SEPTIN6_SEPTIN11_SEPTIN8,B2AI_4_Paclitaxel_A2_R2_z01_
SEPTIN6_SEPTIN11_SEPTIN8,B2AI_4_Paclitaxel_A2_R3_z01_
SEPTIN6_SEPTIN11_SEPTIN8,B2AI_4_Paclitaxel_A2_R4_z01_
SEPTIN6_SEPTIN11_SEPTIN8,B2AI_4_Paclitaxel_A2_R5_z01_
SEPTIN6_SEPTIN11_SEPTIN8,B2AI_4_Paclitaxel_A2_R6_z01_
SEPTIN6_SEPTIN11_SEPTIN8,B2AI_4_Paclitaxel_A2_R7_z01_
MAPK1_MAPK3,B2AI_3_Paclitaxel_D2_R1_z01_
MAPK1_MAPK3,B2AI_3_Paclitaxel_D2_R11_z01_
MAPK1_MAPK3,B2AI_3_Paclitaxel_D2_R12_z00_
MAPK1_MAPK3,B2AI_3_Paclitaxel_D2_R13_z00_
MAPK1_MAPK3,B2AI_3_Paclitaxel_D2_R14_z01_
MAPK1_MAPK3,B2AI_3_Paclitaxel_D2_R3_z02_
MAPK1_MAPK3,B2AI_3_Paclitaxel_D2_R4_z01_
MAPK1_MAPK3,B2AI_3_Paclitaxel_D2_R5_z01_
MAPK1_MAPK3,B2AI_3_Paclitaxel_D2_R6_z01_
MAPK1_MAPK3,B2AI_3_Paclitaxel_D2_R7_z00_
MAPK1_MAPK3,B2AI_3_Paclitaxel_D2_R8_z02_
ATG2B,B2AI_2_Paclitaxel_D2_R1_z00_
ATG2B,B2AI_2_Paclitaxel_D2_R11_z02_
ATG2B,B2AI_2_Paclitaxel_D2_R12_z02_
ATG2B,B2AI_2_Paclitaxel_D2_R13_z02_
ATG2B,B2AI_2_Paclitaxel_D2_R14_z02_
ATG2B,B2AI_2_Paclitaxel_D2_R15_z00_
ATG2B,B2AI_2_Paclitaxel_D2_R2_z02_
ATG2B,B2AI_2_Paclitaxel_D2_R3_z01_
ATG2B,B2AI_2_Paclitaxel_D2_R4_z02_
ATG2B,B2AI_2_Paclitaxel_D2_R5_z01_
ATG2B,B2AI_2_Paclitaxel_D2_R6_z01_
ATG2B,B2AI_2_Paclitaxel_D2_R7_z02_
ATG2B,B2AI_2_Paclitaxel_D2_R8_z02_
ECH1,B2AI_4_Paclitaxel_B2_R11_z01_
ECH1,B2AI_4_Paclitaxel_B2_R12_z01_
ECH1,B2AI_4_Paclitaxel_B2_R13_z01_
ECH1,B2AI_4_Paclitaxel_B2_R14_z01_
ECH1,B2AI_4_Paclitaxel_B2_R2_z00_
ECH1,B2AI_4_Paclitaxel_B2_R3_z01_
ECH1,B2AI_4_Paclitaxel_B2_R4_z01_
ECH1,B2AI_4_Paclitaxel_B2_R5_z01_
ECH1,B2AI_4_Paclitaxel_B2_R6_z00_
ECH1,B2AI_4_Paclitaxel_B2_R7_z00_
ECH1,B2AI_4_Paclitaxel_B2_R8_z01_
CAPN1,B2AI_2_Paclitaxel_E2_R1_z01_
CAPN1,B2AI_2_Paclitaxel_E2_R11_z01_
CAPN1,B2AI_2_Paclitaxel_E2_R12_z01_
CAPN1,B2AI_2_Paclitaxel_E2_R13_z02_
CAPN1,B2AI_2_Paclitaxel_E2_R14_z01_
CAPN1,B2AI_2_Paclitaxel_E2_R15_z00_
CAPN1,B2AI_2_Paclitaxel_E2_R2_z02_
CAPN1,B2AI_2_Paclitaxel_E2_R3_z01_
CAPN1,B2AI_2_Paclitaxel_E2_R4_z00_
CAPN1,B2AI_2_Paclitaxel_E2_R5_z01_
CAPN1,B2AI_2_Paclitaxel_E2_R6_z02_
CAPN1,B2AI_2_Paclitaxel_E2_R8_z02_
UCHL1,B2AI_3_Paclitaxel_E2_R1_z02_
UCHL1,B2AI_3_Paclitaxel_E2_R11_z00_
UCHL1,B2AI_3_Paclitaxel_E2_R12_z00_
UCHL1,B2AI_3_Paclitaxel_E2_R13_z00_
UCHL1,B2AI_3_Paclitaxel_E2_R15_z00_
UCHL1,B2AI_3_Paclitaxel_E2_R2_z01_
UCHL1,B2AI_3_Paclitaxel_E2_R3_z01_
UCHL1,B2AI_3_Paclitaxel_E2_R4_z02_
UCHL1,B2AI_3_Paclitaxel_E2_R5_z01_
UCHL1,B2AI_3_Paclitaxel_E2_R6_z01_
UCHL1,B2AI_3_Paclitaxel_E2_R7_z02_
UCHL1,B2AI_3_Paclitaxel_E2_R8_z02_
ACTN4_ACTN1_ACTN3_ACTN2,B2AI_4_Paclitaxel_C2_R1_z01_
ACTN4_ACTN1_ACTN3_ACTN2,B2AI_4_Paclitaxel_C2_R11_z01_
ACTN4_ACTN1_ACTN3_ACTN2,B2AI_4_Paclitaxel_C2_R2_z01_
ACTN4_ACTN1_ACTN3_ACTN2,B2AI_4_Paclitaxel_C2_R3_z01_
ACTN4_ACTN1_ACTN3_ACTN2,B2AI_4_Paclitaxel_C2_R4_z00_
ACTN4_ACTN1_ACTN3_ACTN2,B2AI_4_Paclitaxel_C2_R5_z01_
ACTN4_ACTN1_ACTN3_ACTN2,B2AI_4_Paclitaxel_C2_R6_z01_
ACTN4_ACTN1_ACTN3_ACTN2,B2AI_4_Paclitaxel_C2_R7_z01_
ACTN4_ACTN1_ACTN3_ACTN2,B2AI_4_Paclitaxel_C2_R8_z01_
KAT6B,B2AI_1_Paclitaxel_A3_R1_z01_
KAT6B,B2AI_1_Paclitaxel_A3_R11_z01_
KAT6B,B2AI_1_Paclitaxel_A3_R15_z01_
KAT6B,B2AI_1_Paclitaxel_A3_R17_z01_
KAT6B,B2AI_1_Paclitaxel_A3_R18_z01_
KAT6B,B2AI_1_Paclitaxel_A3_R19_z02_
KAT6B,B2AI_1_Paclitaxel_A3_R2_z01_
KAT6B,B2AI_1_Paclitaxel_A3_R6_z01_
KAT6B,B2AI_1_Paclitaxel_A3_R7_z02_
KAT6B,B2AI_1_Paclitaxel_A3_R8_z01_
PDZK1,B2AI_3_Paclitaxel_F2_R1_z02_
PDZK1,B2AI_3_Paclitaxel_F2_R11_z00_
PDZK1,B2AI_3_Paclitaxel_F2_R12_z01_
PDZK1,B2AI_3_Paclitaxel_F2_R13_z01_
PDZK1,B2AI_3_Paclitaxel_F2_R2_z01_
PDZK1,B2AI_3_Paclitaxel_F2_R3_z01_
PDZK1,B2AI_3_Paclitaxel_F2_R4_z01_
PDZK1,B2AI_3_Paclitaxel_F2_R5_z02_
PDZK1,B2AI_3_Paclitaxel_F2_R6_z00_
PDZK1,B2AI_3_Paclitaxel_F2_R7_z01_
PDZK1,B2AI_3_Paclitaxel_F2_R8_z02_
ACADM,B2AI_5_Paclitaxel_H1_R11_z02_
ACADM,B2AI_5_Paclitaxel_H1_R12_z01_
ACADM,B2AI_5_Paclitaxel_H1_R14_z01_
ACADM,B2AI_5_Paclitaxel_H1_R21_z00_
ACADM,B2AI_5_Paclitaxel_H1_R23_z02_
ACADM,B2AI_5_Paclitaxel_H1_R24_z01_
ACADM,B2AI_5_Paclitaxel_H1_R25_z01_
ACADM,B2AI_5_Paclitaxel_H1_R26_z01_
ACADM,B2AI_5_Paclitaxel_H1_R27_z01_
ACADM,B2AI_5_Paclitaxel_H1_R28_z01_
ACADM,B2AI_5_Paclitaxel_H1_R5_z01_
ACADM,B2AI_5_Paclitaxel_H1_R7_z01_
ACADM,B2AI_5_Paclitaxel_H1_R8_z00_
NFKBIL1,B2AI_3_Paclitaxel_G2_R1_z00_
NFKBIL1,B2AI_3_Paclitaxel_G2_R11_z00_
NFKBIL1,B2AI_3_Paclitaxel_G2_R12_z00_
NFKBIL1,B2AI_3_Paclitaxel_G2_R13_z00_
NFKBIL1,B2AI_3_Paclitaxel_G2_R14_z00_
NFKBIL1,B2AI_3_Paclitaxel_G2_R2_z01_
NFKBIL1,B2AI_3_Paclitaxel_G2_R3_z01_
NFKBIL1,B2AI_3_Paclitaxel_G2_R4_z01_
NFKBIL1,B2AI_3_Paclitaxel_G2_R5_z00_
NFKBIL1,B2AI_3_Paclitaxel_G2_R6_z01_
NFKBIL1,B2AI_3_Paclitaxel_G2_R7_z01_
ALDH4A1,B2AI_5_Paclitaxel_A2_R11_z02_
ALDH4A1,B2AI_5_Paclitaxel_A2_R15_z02_
ALDH4A1,B2AI_5_Paclitaxel_A2_R2_z00_
ALDH4A1,B2AI_5_Paclitaxel_A2_R3_z02_
ALDH4A1,B2AI_5_Paclitaxel_A2_R4_z01_
ALDH4A1,B2AI_5_Paclitaxel_A2_R5_z01_
ALDH4A1,B2AI_5_Paclitaxel_A2_R7_z01_
ALDH4A1,B2AI_5_Paclitaxel_A2_R8_z01_
PRKCA,B2AI_1_Paclitaxel_F6_R1_z01_
PRKCA,B2AI_1_Paclitaxel_F6_R2_z00_
PRKCA,B2AI_1_Paclitaxel_F6_R3_z00_
PRKCA,B2AI_1_Paclitaxel_F6_R4_z00_
PRKCA,B2AI_1_Paclitaxel_F6_R5_z01_
PRKCA,B2AI_1_Paclitaxel_F6_R6_z00_
PRKCA,B2AI_1_Paclitaxel_F6_R7_z00_
PRKCA,B2AI_1_Paclitaxel_F6_R8_z01_
CHP1,B2AI_2_Paclitaxel_F2_R11_z01_
CHP1,B2AI_2_Paclitaxel_F2_R12_z02_
CHP1,B2AI_2_Paclitaxel_F2_R13_z02_
CHP1,B2AI_2_Paclitaxel_F2_R14_z02_
CHP1,B2AI_2_Paclitaxel_F2_R15_z00_
CHP1,B2AI_2_Paclitaxel_F2_R2_z02_
CHP1,B2AI_2_Paclitaxel_F2_R3_z02_
CHP1,B2AI_2_Paclitaxel_F2_R4_z02_
CHP1,B2AI_2_Paclitaxel_F2_R5_z02_
CHP1,B2AI_2_Paclitaxel_F2_R6_z02_
CHP1,B2AI_2_Paclitaxel_F2_R7_z02_
CHP1,B2AI_2_Paclitaxel_F2_R8_z00_
RBM14,B2AI_2_Paclitaxel_G2_R1_z02_
RBM14,B2AI_2_Paclitaxel_G2_R11_z00_
RBM14,B2AI_2_Paclitaxel_G2_R12_z02_
RBM14,B2AI_2_Paclitaxel_G2_R13_z02_
RBM14,B2AI_2_Paclitaxel_G2_R3_z01_
RBM14,B2AI_2_Paclitaxel_G2_R4_z00_
RBM14,B2AI_2_Paclitaxel_G2_R5_z01_
RBM14,B2AI_2_Paclitaxel_G2_R6_z02_
RBM14,B2AI_2_Paclitaxel_G2_R7_z02_
RBM14,B2AI_2_Paclitaxel_G2_R8_z01_
ZBTB7B,B2AI_4_Paclitaxel_D2_R1_z02_
ZBTB7B,B2AI_4_Paclitaxel_D2_R11_z01_
ZBTB7B,B2AI_4_Paclitaxel_D2_R12_z01_
ZBTB7B,B2AI_4_Paclitaxel_D2_R13_z02_
ZBTB7B,B2AI_4_Paclitaxel_D2_R2_z00_
ZBTB7B,B2AI_4_Paclitaxel_D2_R3_z01_
ZBTB7B,B2AI_4_Paclitaxel_D2_R4_z01_
ZBTB7B,B2AI_4_Paclitaxel_D2_R5_z01_
ZBTB7B,B2AI_4_Paclitaxel_D2_R6_z02_
ZBTB7B,B2AI_4_Paclitaxel_D2_R7_z01_
ZBTB7B,B2AI_4_Paclitaxel_D2_R8_z01_
ACSL5,B2AI_4_Paclitaxel_E2_R1_z02_
ACSL5,B2AI_4_Paclitaxel_E2_R11_z01_
ACSL5,B2AI_4_Paclitaxel_E2_R2_z02_
ACSL5,B2AI_4_Paclitaxel_E2_R21_z02_
ACSL5,B2AI_4_Paclitaxel_E2_R22_z01_
ACSL5,B2AI_4_Paclitaxel_E2_R23_z01_
ACSL5,B2AI_4_Paclitaxel_E2_R24_z02_
ACSL5,B2AI_4_Paclitaxel_E2_R25_z00_
ACSL5,B2AI_4_Paclitaxel_E2_R26_z01_
ACSL5,B2AI_4_Paclitaxel_E2_R27_z02_
ACSL5,B2AI_4_Paclitaxel_E2_R28_z01_
ACSL5,B2AI_4_Paclitaxel_E2_R3_z02_
ACSL5,B2AI_4_Paclitaxel_E2_R4_z02_
ACSL5,B2AI_4_Paclitaxel_E2_R5_z02_
ACSL5,B2AI_4_Paclitaxel_E2_R6_z02_
ACSL5,B2AI_4_Paclitaxel_E2_R7_z01_
ACSL5,B2AI_4_Paclitaxel_E2_R8_z02_
ACAA1,B2AI_5_Paclitaxel_B2_R1_z01_
ACAA1,B2AI_5_Paclitaxel_B2_R11_z02_
ACAA1,B2AI_5_Paclitaxel_B2_R13_z02_
ACAA1,B2AI_5_Paclitaxel_B2_R14_z02_
ACAA1,B2AI_5_Paclitaxel_B2_R2_z01_
ACAA1,B2AI_5_Paclitaxel_B2_R3_z01_
ACAA1,B2AI_5_Paclitaxel_B2_R4_z01_
ACAA1,B2AI_5_Paclitaxel_B2_R6_z01_
ACAA1,B2AI_5_Paclitaxel_B2_R7_z01_
NQO1,B2AI_5_Paclitaxel_C2_R1_z01_
NQO1,B2AI_5_Paclitaxel_C2_R11_z02_
NQO1,B2AI_5_Paclitaxel_C2_R12_z00_
NQO1,B2AI_5_Paclitaxel_C2_R2_z00_
NQO1,B2AI_5_Paclitaxel_C2_R3_z01_
NQO1,B2AI_5_Paclitaxel_C2_R4_z01_
NQO1,B2AI_5_Paclitaxel_C2_R5_z01_
NQO1,B2AI_5_Paclitaxel_C2_R6_z01_
NQO1,B2AI_5_Paclitaxel_C2_R7_z01_
NQO1,B2AI_5_Paclitaxel_C2_R8_z01_
GNAI2,B2AI_2_Paclitaxel_H2_R12_z01_
GNAI2,B2AI_2_Paclitaxel_H2_R13_z01_
GNAI2,B2AI_2_Paclitaxel_H2_R14_z00_
GNAI2,B2AI_2_Paclitaxel_H2_R16_z00_
GNAI2,B2AI_2_Paclitaxel_H2_R17_z00_
GNAI2,B2AI_2_Paclitaxel_H2_R18_z00_
GNAI2,B2AI_2_Paclitaxel_H2_R5_z00_
GNAI2,B2AI_2_Paclitaxel_H2_R6_z01_
GNAI2,B2AI_2_Paclitaxel_H2_R7_z02_
GNAI2,B2AI_2_Paclitaxel_H2_R8_z00_
NUCB1,B2AI_3_Paclitaxel_H2_R1_z00_
NUCB1,B2AI_3_Paclitaxel_H2_R11_z01_
NUCB1,B2AI_3_Paclitaxel_H2_R12_z02_
NUCB1,B2AI_3_Paclitaxel_H2_R13_z00_
NUCB1,B2AI_3_Paclitaxel_H2_R14_z00_
NUCB1,B2AI_3_Paclitaxel_H2_R16_z00_
NUCB1,B2AI_3_Paclitaxel_H2_R17_z02_
NUCB1,B2AI_3_Paclitaxel_H2_R18_z02_
NUCB1,B2AI_3_Paclitaxel_H2_R2_z00_
NUCB1,B2AI_3_Paclitaxel_H2_R3_z00_
NUCB1,B2AI_3_Paclitaxel_H2_R4_z00_
NUCB1,B2AI_3_Paclitaxel_H2_R5_z02_
NUCB1,B2AI_3_Paclitaxel_H2_R6_z00_
NUCB1,B2AI_3_Paclitaxel_H2_R7_z00_
NUCB1,B2AI_3_Paclitaxel_H2_R8_z00_
ME2,B2AI_5_Paclitaxel_D2_R1_z01_
ME2,B2AI_5_Paclitaxel_D2_R11_z01_
ME2,B2AI_5_Paclitaxel_D2_R12_z01_
ME2,B2AI_5_Paclitaxel_D2_R13_z01_
ME2,B2AI_5_Paclitaxel_D2_R2_z00_
ME2,B2AI_5_Paclitaxel_D2_R4_z00_
ME2,B2AI_5_Paclitaxel_D2_R5_z01_
ME2,B2AI_5_Paclitaxel_D2_R6_z01_
ME2,B2AI_5_Paclitaxel_D2_R7_z01_
ME2,B2AI_5_Paclitaxel_D2_R8_z01_
MAP2,B2AI_2_Paclitaxel_A3_R1_z02_
MAP2,B2AI_2_Paclitaxel_A3_R11_z00_
MAP2,B2AI_2_Paclitaxel_A3_R12_z00_
MAP2,B2AI_2_Paclitaxel_A3_R13_z00_
MAP2,B2AI_2_Paclitaxel_A3_R14_z00_
MAP2,B2AI_2_Paclitaxel_A3_R2_z01_
MAP2,B2AI_2_Paclitaxel_A3_R3_z02_
MAP2,B2AI_2_Paclitaxel_A3_R4_z00_
MAP2,B2AI_2_Paclitaxel_A3_R5_z01_
MAP2,B2AI_2_Paclitaxel_A3_R6_z01_
MAP2,B2AI_2_Paclitaxel_A3_R7_z01_
MAP2,B2AI_2_Paclitaxel_A3_R8_z00_
YWHAE,B2AI_1_Paclitaxel_B11_R1_z02_
YWHAE,B2AI_1_Paclitaxel_B11_R2_z01_
YWHAE,B2AI_1_Paclitaxel_B11_R3_z02_
YWHAE,B2AI_1_Paclitaxel_B11_R4_z00_
YWHAE,B2AI_1_Paclitaxel_B11_R5_z01_
YWHAE,B2AI_1_Paclitaxel_B11_R6_z01_
YWHAE,B2AI_1_Paclitaxel_B11_R7_z01_
YWHAE,B2AI_1_Paclitaxel_B11_R8_z01_
NME1-NME2_NME1,B2AI_5_Paclitaxel_E2_R1_z00_
NME1-NME2_NME1,B2AI_5_Paclitaxel_E2_R11_z01_
NME1-NME2_NME1,B2AI_5_Paclitaxel_E2_R2_z01_
NME1-NME2_NME1,B2AI_5_Paclitaxel_E2_R3_z01_
NME1-NME2_NME1,B2AI_5_Paclitaxel_E2_R4_z00_
NME1-NME2_NME1,B2AI_5_Paclitaxel_E2_R5_z01_
NME1-NME2_NME1,B2AI_5_Paclitaxel_E2_R6_z01_
NME1-NME2_NME1,B2AI_5_Paclitaxel_E2_R7_z01_
NME1-NME2_NME1,B2AI_5_Paclitaxel_E2_R8_z01_
SUFU,B2AI_3_Paclitaxel_A3_R1_z00_
SUFU,B2AI_3_Paclitaxel_A3_R11_z01_
SUFU,B2AI_3_Paclitaxel_A3_R12_z00_
SUFU,B2AI_3_Paclitaxel_A3_R13_z00_
SUFU,B2AI_3_Paclitaxel_A3_R14_z00_
SUFU,B2AI_3_Paclitaxel_A3_R2_z00_
SUFU,B2AI_3_Paclitaxel_A3_R3_z01_
SUFU,B2AI_3_Paclitaxel_A3_R5_z00_
SUFU,B2AI_3_Paclitaxel_A3_R6_z01_
SUFU,B2AI_3_Paclitaxel_A3_R7_z00_
SUFU,B2AI_3_Paclitaxel_A3_R8_z01_
SMARCA5,B2AI_4_Paclitaxel_F2_R1_z02_
SMARCA5,B2AI_4_Paclitaxel_F2_R2_z02_
SMARCA5,B2AI_4_Paclitaxel_F2_R3_z02_
SMARCA5,B2AI_4_Paclitaxel_F2_R4_z02_
SMARCA5,B2AI_4_Paclitaxel_F2_R5_z01_
SMARCA5,B2AI_4_Paclitaxel_F2_R6_z02_
SMARCA5,B2AI_4_Paclitaxel_F2_R7_z02_
SMARCA5,B2AI_4_Paclitaxel_F2_R8_z02_
CPT1A,B2AI_4_Paclitaxel_G2_R1_z01_
CPT1A,B2AI_4_Paclitaxel_G2_R2_z01_
CPT1A,B2AI_4_Paclitaxel_G2_R3_z01_
CPT1A,B2AI_4_Paclitaxel_G2_R4_z01_
CPT1A,B2AI_4_Paclitaxel_G2_R5_z01_
CPT1A,B2AI_4_Paclitaxel_G2_R6_z01_
CPT1A,B2AI_4_Paclitaxel_G2_R7_z00_
CPT1A,B2AI_4_Paclitaxel_G2_R8_z02_
MAPRE3,B2AI_2_Paclitaxel_B3_R1_z02_
MAPRE3,B2AI_2_Paclitaxel_B3_R12_z00_
MAPRE3,B2AI_2_Paclitaxel_B3_R13_z00_
MAPRE3,B2AI_2_Paclitaxel_B3_R14_z00_
MAPRE3,B2AI_2_Paclitaxel_B3_R2_z02_
MAPRE3,B2AI_2_Paclitaxel_B3_R3_z02_
MAPRE3,B2AI_2_Paclitaxel_B3_R4_z01_
MAPRE3,B2AI_2_Paclitaxel_B3_R5_z01_
MAPRE3,B2AI_2_Paclitaxel_B3_R6_z01_
MAPRE3,B2AI_2_Paclitaxel_B3_R7_z02_
MAPRE3,B2AI_2_Paclitaxel_B3_R8_z01_
NT5C3A,B2AI_5_Paclitaxel_F2_R1_z01_
NT5C3A,B2AI_5_Paclitaxel_F2_R12_z01_
NT5C3A,B2AI_5_Paclitaxel_F2_R2_z01_
NT5C3A,B2AI_5_Paclitaxel_F2_R3_z01_
NT5C3A,B2AI_5_Paclitaxel_F2_R4_z01_
NT5C3A,B2AI_5_Paclitaxel_F2_R5_z00_
NT5C3A,B2AI_5_Paclitaxel_F2_R6_z01_
NT5C3A,B2AI_5_Paclitaxel_F2_R7_z01_
NT5C3A,B2AI_5_Paclitaxel_F2_R8_z00_
DNAJB12,B2AI_2_Paclitaxel_C3_R1_z02_
DNAJB12,B2AI_2_Paclitaxel_C3_R11_z00_
DNAJB12,B2AI_2_Paclitaxel_C3_R12_z00_
DNAJB12,B2AI_2_Paclitaxel_C3_R13_z00_
DNAJB12,B2AI_2_Paclitaxel_C3_R14_z00_
DNAJB12,B2AI_2_Paclitaxel_C3_R2_z01_
DNAJB12,B2AI_2_Paclitaxel_C3_R3_z02_
DNAJB12,B2AI_2_Paclitaxel_C3_R4_z01_
DNAJB12,B2AI_2_Paclitaxel_C3_R5_z01_
DNAJB12,B2AI_2_Paclitaxel_C3_R6_z01_
DNAJB12,B2AI_2_Paclitaxel_C3_R7_z01_
DNAJB12,B2AI_2_Paclitaxel_C3_R8_z01_
ALK,B2AI_4_Paclitaxel_H2_R2_z02_
ALK,B2AI_4_Paclitaxel_H2_R3_z02_
ALK,B2AI_4_Paclitaxel_H2_R4_z02_
ALK,B2AI_4_Paclitaxel_H2_R5_z02_
ALK,B2AI_4_Paclitaxel_H2_R6_z01_
ALK,B2AI_4_Paclitaxel_H2_R7_z01_
ALK,B2AI_4_Paclitaxel_H2_R8_z02_
B4GALT1,B2AI_4_Paclitaxel_A3_R11_z02_
B4GALT1,B2AI_4_Paclitaxel_A3_R12_z01_
B4GALT1,B2AI_4_Paclitaxel_A3_R13_z02_
B4GALT1,B2AI_4_Paclitaxel_A3_R14_z00_
B4GALT1,B2AI_4_Paclitaxel_A3_R2_z01_
B4GALT1,B2AI_4_Paclitaxel_A3_R3_z01_
B4GALT1,B2AI_4_Paclitaxel_A3_R4_z01_
B4GALT1,B2AI_4_Paclitaxel_A3_R5_z01_
B4GALT1,B2AI_4_Paclitaxel_A3_R6_z01_
B4GALT1,B2AI_4_Paclitaxel_A3_R7_z01_
B4GALT1,B2AI_4_Paclitaxel_A3_R8_z01_
GOLGB1,B2AI_3_Paclitaxel_C3_R1_z01_
GOLGB1,B2AI_3_Paclitaxel_C3_R11_z01_
GOLGB1,B2AI_3_Paclitaxel_C3_R12_z00_
GOLGB1,B2AI_3_Paclitaxel_C3_R13_z00_
GOLGB1,B2AI_3_Paclitaxel_C3_R2_z01_
GOLGB1,B2AI_3_Paclitaxel_C3_R3_z01_
GOLGB1,B2AI_3_Paclitaxel_C3_R4_z01_
GOLGB1,B2AI_3_Paclitaxel_C3_R5_z02_
GOLGB1,B2AI_3_Paclitaxel_C3_R6_z02_
GOLGB1,B2AI_3_Paclitaxel_C3_R7_z01_
GOLGB1,B2AI_3_Paclitaxel_C3_R8_z02_
SIRT2,B2AI_1_Paclitaxel_E4_R1_z01_
SIRT2,B2AI_1_Paclitaxel_E4_R2_z00_
SIRT2,B2AI_1_Paclitaxel_E4_R3_z01_
SIRT2,B2AI_1_Paclitaxel_E4_R5_z01_
SIRT2,B2AI_1_Paclitaxel_E4_R6_z01_
SIRT2,B2AI_1_Paclitaxel_E4_R7_z01_
SIRT2,B2AI_1_Paclitaxel_E4_R8_z01_
YWHAB,B2AI_1_Paclitaxel_C11_R1_z01_
YWHAB,B2AI_1_Paclitaxel_C11_R2_z00_
YWHAB,B2AI_1_Paclitaxel_C11_R3_z01_
YWHAB,B2AI_1_Paclitaxel_C11_R4_z01_
YWHAB,B2AI_1_Paclitaxel_C11_R5_z01_
YWHAB,B2AI_1_Paclitaxel_C11_R6_z02_
YWHAB,B2AI_1_Paclitaxel_C11_R7_z01_
YWHAB,B2AI_1_Paclitaxel_C11_R8_z01_
MTX1,B2AI_2_Paclitaxel_D3_R1_z01_
MTX1,B2AI_2_Paclitaxel_D3_R11_z02_
MTX1,B2AI_2_Paclitaxel_D3_R12_z01_
MTX1,B2AI_2_Paclitaxel_D3_R13_z01_
MTX1,B2AI_2_Paclitaxel_D3_R14_z02_
MTX1,B2AI_2_Paclitaxel_D3_R16_z00_
MTX1,B2AI_2_Paclitaxel_D3_R2_z02_
MTX1,B2AI_2_Paclitaxel_D3_R3_z02_
MTX1,B2AI_2_Paclitaxel_D3_R5_z01_
MTX1,B2AI_2_Paclitaxel_D3_R6_z02_
MTX1,B2AI_2_Paclitaxel_D3_R7_z00_
MTX1,B2AI_2_Paclitaxel_D3_R8_z01_
